RuleID,Atom_id,Negated,Model,Dataset,Fold_number,fold_id
GR15799,RVA3348,false,Model2,Data1,1,Fold1
GR15800,RVA754,false,Model2,Data1,1,Fold1
GR15800,RVA2709,false,Model2,Data1,1,Fold1
GR15801,RVA2709,false,Model2,Data1,1,Fold1
GR15802,RVA2709,false,Model2,Data1,1,Fold1
GR15803,RVA2709,false,Model2,Data1,1,Fold1
GR15804,RVA845,false,Model2,Data1,1,Fold1
GR15804,RVA2709,false,Model2,Data1,1,Fold1
GR15805,RVA2709,false,Model2,Data1,1,Fold1
GR15806,RVA848,false,Model2,Data1,1,Fold1
GR15806,RVA2709,false,Model2,Data1,1,Fold1
GR15807,RVA2709,false,Model2,Data1,1,Fold1
GR15808,RVA5710,false,Model2,Data1,1,Fold1
GR15808,RVA2707,false,Model2,Data1,1,Fold1
GR15809,RVA2709,false,Model2,Data1,1,Fold1
GR15810,RVA2705,false,Model2,Data1,1,Fold1
GR15811,RVA5710,false,Model2,Data1,1,Fold1
GR15811,RVA2706,false,Model2,Data1,1,Fold1
GR15812,RVA2702,false,Model2,Data1,1,Fold1
GR15813,RVA2702,false,Model2,Data1,1,Fold1
GR15814,RVA2702,false,Model2,Data1,1,Fold1
GR15815,RVA2702,false,Model2,Data1,1,Fold1
GR15816,RVA844,false,Model2,Data1,1,Fold1
GR15816,RVA2702,false,Model2,Data1,1,Fold1
GR15817,RVA845,false,Model2,Data1,1,Fold1
GR15817,RVA2702,false,Model2,Data1,1,Fold1
GR15818,RVA2730,false,Model2,Data1,1,Fold1
GR15819,RVA2724,false,Model2,Data1,1,Fold1
GR15820,RVA2727,false,Model2,Data1,1,Fold1
GR15821,RVA2728,false,Model2,Data1,1,Fold1
GR15822,RVA756,false,Model2,Data1,1,Fold1
GR15822,RVA2727,false,Model2,Data1,1,Fold1
GR15823,RVA2722,false,Model2,Data1,1,Fold1
GR15824,RVA2727,false,Model2,Data1,1,Fold1
GR15825,RVA2721,false,Model2,Data1,1,Fold1
GR15826,RVA778,false,Model2,Data1,1,Fold1
GR15826,RVA2722,false,Model2,Data1,1,Fold1
GR15827,RVA9558,false,Model2,Data1,1,Fold1
GR15827,RVA2748,false,Model2,Data1,1,Fold1
GR15828,RVA2717,false,Model2,Data1,1,Fold1
GR15829,RVA2743,false,Model2,Data1,1,Fold1
GR15830,RVA2747,false,Model2,Data1,1,Fold1
GR15831,RVA724,false,Model2,Data1,1,Fold1
GR15831,RVA2750,false,Model2,Data1,1,Fold1
GR15832,RVA2744,false,Model2,Data1,1,Fold1
GR15833,RVA5710,false,Model2,Data1,1,Fold1
GR15833,RVA2737,false,Model2,Data1,1,Fold1
GR15834,RVA724,false,Model2,Data1,1,Fold1
GR15834,RVA2761,false,Model2,Data1,1,Fold1
GR15835,RVA2765,false,Model2,Data1,1,Fold1
GR15836,RVA5710,false,Model2,Data1,1,Fold1
GR15836,RVA2759,false,Model2,Data1,1,Fold1
GR15837,RVA9560,false,Model2,Data1,1,Fold1
GR15837,RVA2734,false,Model2,Data1,1,Fold1
GR15838,RVA2755,false,Model2,Data1,1,Fold1
GR15839,RVA2790,false,Model2,Data1,1,Fold1
GR15840,RVA5710,false,Model2,Data1,1,Fold1
GR15840,RVA2788,false,Model2,Data1,1,Fold1
GR15841,RVA724,false,Model2,Data1,1,Fold1
GR15841,RVA2787,false,Model2,Data1,1,Fold1
GR15842,RVA2752,false,Model2,Data1,1,Fold1
GR15843,RVA2779,false,Model2,Data1,1,Fold1
GR15844,RVA5710,false,Model2,Data1,1,Fold1
GR15844,RVA2780,false,Model2,Data1,1,Fold1
GR15845,RVA8355,false,Model2,Data1,1,Fold1
GR15845,RVA2777,false,Model2,Data1,1,Fold1
GR15846,RVA778,false,Model2,Data1,1,Fold1
GR15846,RVA2774,false,Model2,Data1,1,Fold1
GR15847,RVA5710,false,Model2,Data1,1,Fold1
GR15847,RVA2774,false,Model2,Data1,1,Fold1
GR15848,RVA2810,false,Model2,Data1,1,Fold1
GR15849,RVA2777,false,Model2,Data1,1,Fold1
GR15850,RVA2805,false,Model2,Data1,1,Fold1
GR15851,RVA2799,false,Model2,Data1,1,Fold1
GR15852,RVA8368,false,Model2,Data1,1,Fold1
GR15852,RVA2757,false,Model2,Data1,1,Fold1
GR15853,RVA2803,false,Model2,Data1,1,Fold1
GR15854,RVA2801,false,Model2,Data1,1,Fold1
GR15855,RVA2795,false,Model2,Data1,1,Fold1
GR15856,RVA9560,false,Model2,Data1,1,Fold1
GR15856,RVA2828,false,Model2,Data1,1,Fold1
GR15857,RVA5710,false,Model2,Data1,1,Fold1
GR15857,RVA2797,false,Model2,Data1,1,Fold1
GR15858,RVA2825,false,Model2,Data1,1,Fold1
GR15859,RVA5710,false,Model2,Data1,1,Fold1
GR15859,RVA2830,false,Model2,Data1,1,Fold1
GR15860,RVA2792,false,Model2,Data1,1,Fold1
GR15861,RVA724,false,Model2,Data1,1,Fold1
GR15861,RVA2819,false,Model2,Data1,1,Fold1
GR15862,RVA8355,false,Model2,Data1,1,Fold1
GR15862,RVA2813,false,Model2,Data1,1,Fold1
GR15863,RVA848,false,Model2,Data1,1,Fold1
GR15863,RVA2847,false,Model2,Data1,1,Fold1
GR15864,RVA2845,false,Model2,Data1,1,Fold1
GR15865,RVA2850,false,Model2,Data1,1,Fold1
GR15866,RVA2841,false,Model2,Data1,1,Fold1
GR15867,RVA844,false,Model2,Data1,1,Fold1
GR15867,RVA2842,false,Model2,Data1,1,Fold1
GR15868,RVA2839,false,Model2,Data1,1,Fold1
GR15869,RVA2866,false,Model2,Data1,1,Fold1
GR15870,RVA2832,false,Model2,Data1,1,Fold1
GR15871,RVA2864,false,Model2,Data1,1,Fold1
GR15872,RVA5710,false,Model2,Data1,1,Fold1
GR15872,RVA2867,false,Model2,Data1,1,Fold1
GR15873,RVA2832,false,Model2,Data1,1,Fold1
GR15874,RVA2832,false,Model2,Data1,1,Fold1
GR15875,RVA2863,false,Model2,Data1,1,Fold1
GR15876,RVA2853,false,Model2,Data1,1,Fold1
GR15877,RVA5710,false,Model2,Data1,1,Fold1
GR15877,RVA5304,false,Model2,Data1,1,Fold1
GR15878,RVA5307,false,Model2,Data1,1,Fold1
GR15879,RVA5303,false,Model2,Data1,1,Fold1
GR15880,RVA8356,false,Model2,Data1,1,Fold1
GR15880,RVA2836,false,Model2,Data1,1,Fold1
GR15881,RVA5299,false,Model2,Data1,1,Fold1
GR15882,RVA5296,false,Model2,Data1,1,Fold1
GR15883,RVA5710,false,Model2,Data1,1,Fold1
GR15883,RVA5297,false,Model2,Data1,1,Fold1
GR15884,RVA5292,false,Model2,Data1,1,Fold1
GR15885,RVA2857,false,Model2,Data1,1,Fold1
GR15886,RVA5290,false,Model2,Data1,1,Fold1
GR15887,RVA9558,false,Model2,Data1,1,Fold1
GR15887,RVA5293,false,Model2,Data1,1,Fold1
GR15888,RVA5710,false,Model2,Data1,1,Fold1
GR15888,RVA5332,false,Model2,Data1,1,Fold1
GR15889,RVA5331,false,Model2,Data1,1,Fold1
GR15890,RVA5290,false,Model2,Data1,1,Fold1
GR15891,RVA5326,false,Model2,Data1,1,Fold1
GR15892,RVA5329,false,Model2,Data1,1,Fold1
GR15893,RVA5326,false,Model2,Data1,1,Fold1
GR15894,RVA5326,false,Model2,Data1,1,Fold1
GR15895,RVA5326,false,Model2,Data1,1,Fold1
GR15896,RVA5326,false,Model2,Data1,1,Fold1
GR15897,RVA8405,false,Model2,Data1,1,Fold1
GR15897,RVA5324,false,Model2,Data1,1,Fold1
GR15898,RVA5710,false,Model2,Data1,1,Fold1
GR15898,RVA5324,false,Model2,Data1,1,Fold1
GR15899,RVA5290,false,Model2,Data1,1,Fold1
GR15900,RVA5710,false,Model2,Data1,1,Fold1
GR15900,RVA5322,false,Model2,Data1,1,Fold1
GR15901,RVA844,false,Model2,Data1,1,Fold1
GR15901,RVA5326,false,Model2,Data1,1,Fold1
GR15902,RVA845,false,Model2,Data1,1,Fold1
GR15902,RVA5326,false,Model2,Data1,1,Fold1
GR15903,RVA5366,false,Model2,Data1,1,Fold1
GR15904,RVA5321,false,Model2,Data1,1,Fold1
GR15905,RVA5362,false,Model2,Data1,1,Fold1
GR15906,RVA5710,false,Model2,Data1,1,Fold1
GR15906,RVA5364,false,Model2,Data1,1,Fold1
GR15907,RVA5349,false,Model2,Data1,1,Fold1
GR15908,RVA9558,false,Model2,Data1,1,Fold1
GR15908,RVA5360,false,Model2,Data1,1,Fold1
GR15909,RVA5710,false,Model2,Data1,1,Fold1
GR15909,RVA5352,false,Model2,Data1,1,Fold1
GR15910,RVA9558,false,Model2,Data1,1,Fold1
GR15910,RVA5384,false,Model2,Data1,1,Fold1
GR15911,RVA5366,false,Model2,Data1,1,Fold1
GR15912,RVA5357,false,Model2,Data1,1,Fold1
GR15913,RVA5381,false,Model2,Data1,1,Fold1
GR15914,RVA5379,false,Model2,Data1,1,Fold1
GR15915,RVA5375,false,Model2,Data1,1,Fold1
GR15916,RVA5418,false,Model2,Data1,1,Fold1
GR15917,RVA5415,false,Model2,Data1,1,Fold1
GR15918,RVA5415,false,Model2,Data1,1,Fold1
GR15919,RVA5415,false,Model2,Data1,1,Fold1
GR15920,RVA5710,false,Model2,Data1,1,Fold1
GR15920,RVA5382,false,Model2,Data1,1,Fold1
GR15921,RVA5413,false,Model2,Data1,1,Fold1
GR15922,RVA5409,false,Model2,Data1,1,Fold1
GR15923,RVA5413,false,Model2,Data1,1,Fold1
GR15924,RVA845,false,Model2,Data1,1,Fold1
GR15924,RVA5415,false,Model2,Data1,1,Fold1
GR15925,RVA5434,false,Model2,Data1,1,Fold1
GR15926,RVA5400,false,Model2,Data1,1,Fold1
GR15927,RVA844,false,Model2,Data1,1,Fold1
GR15927,RVA5415,false,Model2,Data1,1,Fold1
GR15928,RVA5429,false,Model2,Data1,1,Fold1
GR15929,RVA5710,false,Model2,Data1,1,Fold1
GR15929,RVA5420,false,Model2,Data1,1,Fold1
GR15930,RVA5710,false,Model2,Data1,1,Fold1
GR15930,RVA5459,false,Model2,Data1,1,Fold1
GR15931,RVA778,false,Model2,Data1,1,Fold1
GR15931,RVA5455,false,Model2,Data1,1,Fold1
GR15932,RVA5426,false,Model2,Data1,1,Fold1
GR15933,RVA5457,false,Model2,Data1,1,Fold1
GR15934,RVA5451,false,Model2,Data1,1,Fold1
GR15935,RVA5451,false,Model2,Data1,1,Fold1
GR15936,RVA5433,false,Model2,Data1,1,Fold1
GR15937,RVA844,false,Model2,Data1,1,Fold1
GR15937,RVA5451,false,Model2,Data1,1,Fold1
GR15938,RVA845,false,Model2,Data1,1,Fold1
GR15938,RVA5451,false,Model2,Data1,1,Fold1
GR15939,RVA5447,false,Model2,Data1,1,Fold1
GR15940,RVA5445,false,Model2,Data1,1,Fold1
GR15941,RVA5445,false,Model2,Data1,1,Fold1
GR15942,RVA5445,false,Model2,Data1,1,Fold1
GR15943,RVA5451,false,Model2,Data1,1,Fold1
GR15944,RVA8356,false,Model2,Data1,1,Fold1
GR15944,RVA5444,false,Model2,Data1,1,Fold1
GR15945,RVA5442,false,Model2,Data1,1,Fold1
GR15946,RVA9558,false,Model2,Data1,1,Fold1
GR15946,RVA5445,false,Model2,Data1,1,Fold1
GR15947,RVA9560,false,Model2,Data1,1,Fold1
GR15947,RVA5445,false,Model2,Data1,1,Fold1
GR15948,RVA8739,false,Model2,Data1,1,Fold1
GR15949,RVA8738,false,Model2,Data1,1,Fold1
GR15950,RVA8741,false,Model2,Data1,1,Fold1
GR15951,RVA8736,false,Model2,Data1,1,Fold1
GR15952,RVA8405,false,Model2,Data1,1,Fold1
GR15952,RVA5445,false,Model2,Data1,1,Fold1
GR15953,RVA8739,false,Model2,Data1,1,Fold1
GR15954,RVA8715,false,Model2,Data1,1,Fold1
GR15955,RVA8772,false,Model2,Data1,1,Fold1
GR15956,RVA8739,false,Model2,Data1,1,Fold1
GR15957,RVA8768,false,Model2,Data1,1,Fold1
GR15958,RVA773,false,Model2,Data1,1,Fold1
GR15958,RVA8713,false,Model2,Data1,1,Fold1
GR15959,RVA8769,false,Model2,Data1,1,Fold1
GR15960,RVA8767,false,Model2,Data1,1,Fold1
GR15961,RVA8747,false,Model2,Data1,1,Fold1
GR15962,RVA8743,false,Model2,Data1,1,Fold1
GR15963,RVA8746,false,Model2,Data1,1,Fold1
GR15964,RVA8798,false,Model2,Data1,1,Fold1
GR15965,RVA8794,false,Model2,Data1,1,Fold1
GR15966,RVA8797,false,Model2,Data1,1,Fold1
GR15967,RVA5710,false,Model2,Data1,1,Fold1
GR15967,RVA8795,false,Model2,Data1,1,Fold1
GR15968,RVA845,false,Model2,Data1,1,Fold1
GR15968,RVA8794,false,Model2,Data1,1,Fold1
GR15969,RVA844,false,Model2,Data1,1,Fold1
GR15969,RVA8794,false,Model2,Data1,1,Fold1
GR15970,RVA8794,false,Model2,Data1,1,Fold1
GR15971,RVA8355,false,Model2,Data1,1,Fold1
GR15971,RVA9055,false,Model2,Data1,1,Fold1
GR15972,RVA9055,false,Model2,Data1,1,Fold1
GR15973,RVA8794,false,Model2,Data1,1,Fold1
GR15974,RVA9048,false,Model2,Data1,1,Fold1
GR15975,RVA9055,false,Model2,Data1,1,Fold1
GR15976,RVA9045,false,Model2,Data1,1,Fold1
GR15977,RVA9078,false,Model2,Data1,1,Fold1
GR15978,RVA9077,false,Model2,Data1,1,Fold1
GR15979,RVA9080,false,Model2,Data1,1,Fold1
GR15980,RVA9068,false,Model2,Data1,1,Fold1
GR15981,RVA9072,false,Model2,Data1,1,Fold1
GR15982,RVA9082,false,Model2,Data1,1,Fold1
GR15983,RVA9111,false,Model2,Data1,1,Fold1
GR15984,RVA9113,false,Model2,Data1,1,Fold1
GR15985,RVA9101,false,Model2,Data1,1,Fold1
GR15986,RVA9106,false,Model2,Data1,1,Fold1
GR15987,RVA9558,false,Model2,Data1,1,Fold1
GR15987,RVA9098,false,Model2,Data1,1,Fold1
GR15988,RVA9133,false,Model2,Data1,1,Fold1
GR15989,RVA9126,false,Model2,Data1,1,Fold1
GR15990,RVA9131,false,Model2,Data1,1,Fold1
GR15991,RVA9126,false,Model2,Data1,1,Fold1
GR15992,RVA9127,false,Model2,Data1,1,Fold1
GR15993,RVA9119,false,Model2,Data1,1,Fold1
GR15994,RVA9164,false,Model2,Data1,1,Fold1
GR15995,RVA9116,false,Model2,Data1,1,Fold1
GR15996,RVA9560,false,Model2,Data1,1,Fold1
GR15996,RVA9097,false,Model2,Data1,1,Fold1
GR15997,RVA8350,false,Model2,Data1,1,Fold1
GR15997,RVA9121,false,Model2,Data1,1,Fold1
GR15998,RVA9158,false,Model2,Data1,1,Fold1
GR15999,RVA9162,false,Model2,Data1,1,Fold1
GR16000,RVA9152,false,Model2,Data1,1,Fold1
GR16001,RVA9149,false,Model2,Data1,1,Fold1
GR16002,RVA9154,false,Model2,Data1,1,Fold1
GR16003,RVA9149,false,Model2,Data1,1,Fold1
GR16004,RVA9184,false,Model2,Data1,1,Fold1
GR16005,RVA9560,false,Model2,Data1,1,Fold1
GR16005,RVA9180,false,Model2,Data1,1,Fold1
GR16006,RVA8368,false,Model2,Data1,1,Fold1
GR16006,RVA9180,false,Model2,Data1,1,Fold1
GR16007,RVA9179,false,Model2,Data1,1,Fold1
GR16008,RVA8405,false,Model2,Data1,1,Fold1
GR16008,RVA9180,false,Model2,Data1,1,Fold1
GR16009,RVA9179,false,Model2,Data1,1,Fold1
GR16010,RVA9179,false,Model2,Data1,1,Fold1
GR16011,RVA8356,false,Model2,Data1,1,Fold1
GR16011,RVA9180,false,Model2,Data1,1,Fold1
GR16012,RVA9172,false,Model2,Data1,1,Fold1
GR16013,RVA9171,false,Model2,Data1,1,Fold1
GR16014,RVA9558,false,Model2,Data1,1,Fold1
GR16014,RVA9172,false,Model2,Data1,1,Fold1
GR16015,RVA9169,false,Model2,Data1,1,Fold1
GR16016,RVA9169,false,Model2,Data1,1,Fold1
GR16017,RVA9204,false,Model2,Data1,1,Fold1
GR16018,RVA9202,false,Model2,Data1,1,Fold1
GR16019,RVA9199,false,Model2,Data1,1,Fold1
GR16020,RVA9196,false,Model2,Data1,1,Fold1
GR16021,RVA9199,false,Model2,Data1,1,Fold1
GR16022,RVA9190,false,Model2,Data1,1,Fold1
GR16023,RVA9167,false,Model2,Data1,1,Fold1
GR16024,RVA9187,false,Model2,Data1,1,Fold1
GR16025,RVA9214,false,Model2,Data1,1,Fold1
GR16026,RVA778,false,Model2,Data1,1,Fold1
GR16026,RVA9215,false,Model2,Data1,1,Fold1
GR16027,RVA9210,false,Model2,Data1,1,Fold1
GR16028,RVA9206,false,Model2,Data1,1,Fold1
GR16029,RVA9226,false,Model2,Data1,1,Fold1
GR16030,RVA9225,false,Model2,Data1,1,Fold1
GR16031,RVA9555,false,Model2,Data1,1,Fold1
GR16031,RVA9224,false,Model2,Data1,1,Fold1
GR16032,RVA845,false,Model2,Data1,1,Fold1
GR16032,RVA9209,false,Model2,Data1,1,Fold1
GR16033,RVA9558,false,Model2,Data1,1,Fold1
GR16033,RVA9207,false,Model2,Data1,1,Fold1
GR16034,RVA9223,false,Model2,Data1,1,Fold1
GR16035,RVA9227,false,Model2,Data1,1,Fold1
GR16036,RVA9222,false,Model2,Data1,1,Fold1
GR16037,RVA9222,false,Model2,Data1,1,Fold1
GR16038,RVA9224,false,Model2,Data1,1,Fold1
GR16039,RVA9221,false,Model2,Data1,1,Fold1
GR16040,RVA9222,false,Model2,Data1,1,Fold1
GR16041,RVA9558,false,Model2,Data1,1,Fold1
GR16041,RVA9218,false,Model2,Data1,1,Fold1
GR16042,RVA9219,false,Model2,Data1,1,Fold1
GR16043,RVA9558,false,Model2,Data1,1,Fold1
GR16043,RVA8225,false,Model2,Data1,1,Fold1
GR16044,RVA9222,false,Model2,Data1,1,Fold1
GR16045,RVA8405,false,Model2,Data1,1,Fold1
GR16045,RVA9217,false,Model2,Data1,1,Fold1
GR16046,RVA9220,false,Model2,Data1,1,Fold1
GR16047,RVA9557,false,Model2,Data1,1,Fold1
GR16047,RVA8528,false,Model2,Data1,1,Fold1
GR16048,RVA5710,false,Model2,Data1,1,Fold1
GR16048,RVA8220,false,Model2,Data1,1,Fold1
GR16049,RVA5710,false,Model2,Data1,1,Fold1
GR16049,RVA8222,false,Model2,Data1,1,Fold1
GR16050,RVA8528,false,Model2,Data1,1,Fold1
GR16051,RVA724,false,Model2,Data1,1,Fold1
GR16051,RVA8528,false,Model2,Data1,1,Fold1
GR16052,RVA8528,false,Model2,Data1,1,Fold1
GR16053,RVA8528,false,Model2,Data1,1,Fold1
GR16054,RVA844,false,Model2,Data1,1,Fold1
GR16054,RVA8528,false,Model2,Data1,1,Fold1
GR16055,RVA8528,false,Model2,Data1,1,Fold1
GR16056,RVA8524,false,Model2,Data1,1,Fold1
GR16057,RVA8523,false,Model2,Data1,1,Fold1
GR16058,RVA8526,false,Model2,Data1,1,Fold1
GR16059,RVA8512,false,Model2,Data1,1,Fold1
GR16060,RVA8520,false,Model2,Data1,1,Fold1
GR16061,RVA8528,false,Model2,Data1,1,Fold1
GR16062,RVA8557,false,Model2,Data1,1,Fold1
GR16063,RVA8356,false,Model2,Data1,1,Fold1
GR16063,RVA8514,false,Model2,Data1,1,Fold1
GR16064,RVA848,false,Model2,Data1,1,Fold1
GR16064,RVA8558,false,Model2,Data1,1,Fold1
GR16065,RVA8551,false,Model2,Data1,1,Fold1
GR16066,RVA8557,false,Model2,Data1,1,Fold1
GR16067,RVA8557,false,Model2,Data1,1,Fold1
GR16068,RVA8584,false,Model2,Data1,1,Fold1
GR16069,RVA8575,false,Model2,Data1,1,Fold1
GR16070,RVA8545,false,Model2,Data1,1,Fold1
GR16071,RVA5710,false,Model2,Data1,1,Fold1
GR16071,RVA8581,false,Model2,Data1,1,Fold1
GR16072,RVA8572,false,Model2,Data1,1,Fold1
GR16073,RVA8606,false,Model2,Data1,1,Fold1
GR16074,RVA8350,false,Model2,Data1,1,Fold1
GR16074,RVA8603,false,Model2,Data1,1,Fold1
GR16075,RVA5710,false,Model2,Data1,1,Fold1
GR16075,RVA8603,false,Model2,Data1,1,Fold1
GR16076,RVA9558,false,Model2,Data1,1,Fold1
GR16076,RVA8603,false,Model2,Data1,1,Fold1
GR16077,RVA8598,false,Model2,Data1,1,Fold1
GR16078,RVA8601,false,Model2,Data1,1,Fold1
GR16079,RVA8595,false,Model2,Data1,1,Fold1
GR16080,RVA8592,false,Model2,Data1,1,Fold1
GR16081,RVA8595,false,Model2,Data1,1,Fold1
GR16082,RVA5710,false,Model2,Data1,1,Fold1
GR16082,RVA8640,false,Model2,Data1,1,Fold1
GR16083,RVA8630,false,Model2,Data1,1,Fold1
GR16084,RVA8637,false,Model2,Data1,1,Fold1
GR16085,RVA8628,false,Model2,Data1,1,Fold1
GR16086,RVA8631,false,Model2,Data1,1,Fold1
GR16087,RVA8661,false,Model2,Data1,1,Fold1
GR16088,RVA8652,false,Model2,Data1,1,Fold1
GR16089,RVA8657,false,Model2,Data1,1,Fold1
GR16090,RVA5710,false,Model2,Data1,1,Fold1
GR16090,RVA8625,false,Model2,Data1,1,Fold1
GR16091,RVA8648,false,Model2,Data1,1,Fold1
GR16092,RVA8678,false,Model2,Data1,1,Fold1
GR16093,RVA8681,false,Model2,Data1,1,Fold1
GR16094,RVA8355,false,Model2,Data1,1,Fold1
GR16094,RVA8676,false,Model2,Data1,1,Fold1
GR16095,RVA8670,false,Model2,Data1,1,Fold1
GR16096,RVA5710,false,Model2,Data1,1,Fold1
GR16096,RVA8674,false,Model2,Data1,1,Fold1
GR16097,RVA8670,false,Model2,Data1,1,Fold1
GR16098,RVA8670,false,Model2,Data1,1,Fold1
GR16099,RVA8350,false,Model2,Data1,1,Fold1
GR16099,RVA8643,false,Model2,Data1,1,Fold1
GR16100,RVA5710,false,Model2,Data1,1,Fold1
GR16100,RVA8666,false,Model2,Data1,1,Fold1
GR16101,RVA8670,false,Model2,Data1,1,Fold1
GR16102,RVA8665,false,Model2,Data1,1,Fold1
GR16103,RVA8670,false,Model2,Data1,1,Fold1
GR16104,RVA8668,false,Model2,Data1,1,Fold1
GR16105,RVA8692,false,Model2,Data1,1,Fold1
GR16106,RVA8690,false,Model2,Data1,1,Fold1
GR16107,RVA8689,false,Model2,Data1,1,Fold1
GR16108,RVA5710,false,Model2,Data1,1,Fold1
GR16108,RVA8684,false,Model2,Data1,1,Fold1
GR16109,RVA8691,false,Model2,Data1,1,Fold1
GR16110,RVA8350,false,Model2,Data1,1,Fold1
GR16110,RVA8704,false,Model2,Data1,1,Fold1
GR16111,RVA8703,false,Model2,Data1,1,Fold1
GR16112,RVA8356,false,Model2,Data1,1,Fold1
GR16112,RVA8701,false,Model2,Data1,1,Fold1
GR16113,RVA8699,false,Model2,Data1,1,Fold1
GR16114,RVA8700,false,Model2,Data1,1,Fold1
GR16115,RVA778,false,Model2,Data1,1,Fold1
GR16115,RVA8697,false,Model2,Data1,1,Fold1
GR16116,RVA8350,false,Model2,Data1,1,Fold1
GR16116,RVA8702,false,Model2,Data1,1,Fold1
GR16117,RVA8696,false,Model2,Data1,1,Fold1
GR16118,RVA8699,false,Model2,Data1,1,Fold1
GR16119,RVA5710,false,Model2,Data1,1,Fold1
GR16119,RVA8695,false,Model2,Data1,1,Fold1
GR16120,RVA8694,false,Model2,Data1,1,Fold1
GR16121,RVA8712,false,Model2,Data1,1,Fold1
GR16122,RVA8712,false,Model2,Data1,1,Fold1
GR16123,RVA8708,false,Model2,Data1,1,Fold1
GR16124,RVA8709,false,Model2,Data1,1,Fold1
GR16125,RVA8707,false,Model2,Data1,1,Fold1
GR16126,RVA8706,false,Model2,Data1,1,Fold1
GR16127,RVA7893,false,Model2,Data1,1,Fold1
GR16128,RVA8356,false,Model2,Data1,1,Fold1
GR16128,RVA8710,false,Model2,Data1,1,Fold1
GR16129,RVA7894,false,Model2,Data1,1,Fold1
GR16130,RVA7890,false,Model2,Data1,1,Fold1
GR16131,RVA5710,false,Model2,Data1,1,Fold1
GR16131,RVA7886,false,Model2,Data1,1,Fold1
GR16132,RVA7890,false,Model2,Data1,1,Fold1
GR16133,RVA8356,false,Model2,Data1,1,Fold1
GR16133,RVA7888,false,Model2,Data1,1,Fold1
GR16134,RVA5710,false,Model2,Data1,1,Fold1
GR16134,RVA7882,false,Model2,Data1,1,Fold1
GR16135,RVA7925,false,Model2,Data1,1,Fold1
GR16136,RVA7875,false,Model2,Data1,1,Fold1
GR16137,RVA7919,false,Model2,Data1,1,Fold1
GR16138,RVA5710,false,Model2,Data1,1,Fold1
GR16138,RVA7876,false,Model2,Data1,1,Fold1
GR16139,RVA8350,false,Model2,Data1,1,Fold1
GR16139,RVA8705,false,Model2,Data1,1,Fold1
GR16140,RVA7915,false,Model2,Data1,1,Fold1
GR16141,RVA7908,false,Model2,Data1,1,Fold1
GR16142,RVA7917,false,Model2,Data1,1,Fold1
GR16143,RVA7907,false,Model2,Data1,1,Fold1
GR16144,RVA7948,false,Model2,Data1,1,Fold1
GR16145,RVA7941,false,Model2,Data1,1,Fold1
GR16146,RVA7953,false,Model2,Data1,1,Fold1
GR16147,RVA7941,false,Model2,Data1,1,Fold1
GR16148,RVA7941,false,Model2,Data1,1,Fold1
GR16149,RVA778,false,Model2,Data1,1,Fold1
GR16149,RVA7982,false,Model2,Data1,1,Fold1
GR16150,RVA7910,false,Model2,Data1,1,Fold1
GR16151,RVA7982,false,Model2,Data1,1,Fold1
GR16152,RVA7978,false,Model2,Data1,1,Fold1
GR16153,RVA5710,false,Model2,Data1,1,Fold1
GR16153,RVA7936,false,Model2,Data1,1,Fold1
GR16154,RVA778,false,Model2,Data1,1,Fold1
GR16154,RVA7957,false,Model2,Data1,1,Fold1
GR16155,RVA7967,false,Model2,Data1,1,Fold1
GR16156,RVA8022,false,Model2,Data1,1,Fold1
GR16157,RVA8018,false,Model2,Data1,1,Fold1
GR16158,RVA5710,false,Model2,Data1,1,Fold1
GR16158,RVA8010,false,Model2,Data1,1,Fold1
GR16159,RVA8006,false,Model2,Data1,1,Fold1
GR16160,RVA8008,false,Model2,Data1,1,Fold1
GR16161,RVA8013,false,Model2,Data1,1,Fold1
GR16162,RVA5710,false,Model2,Data1,1,Fold1
GR16162,RVA7999,false,Model2,Data1,1,Fold1
GR16163,RVA8368,false,Model2,Data1,1,Fold1
GR16163,RVA7997,false,Model2,Data1,1,Fold1
GR16164,RVA754,false,Model2,Data1,1,Fold1
GR16164,RVA8056,false,Model2,Data1,1,Fold1
GR16165,RVA8059,false,Model2,Data1,1,Fold1
GR16166,RVA8056,false,Model2,Data1,1,Fold1
GR16167,RVA8405,false,Model2,Data1,1,Fold1
GR16167,RVA7922,false,Model2,Data1,1,Fold1
GR16168,RVA9558,false,Model2,Data1,1,Fold1
GR16168,RVA8053,false,Model2,Data1,1,Fold1
GR16169,RVA8047,false,Model2,Data1,1,Fold1
GR16170,RVA8056,false,Model2,Data1,1,Fold1
GR16171,RVA778,false,Model2,Data1,1,Fold1
GR16171,RVA8034,false,Model2,Data1,1,Fold1
GR16172,RVA8103,false,Model2,Data1,1,Fold1
GR16173,RVA8356,false,Model2,Data1,1,Fold1
GR16173,RVA8015,false,Model2,Data1,1,Fold1
GR16174,RVA8405,false,Model2,Data1,1,Fold1
GR16174,RVA8042,false,Model2,Data1,1,Fold1
GR16175,RVA8098,false,Model2,Data1,1,Fold1
GR16176,RVA8089,false,Model2,Data1,1,Fold1
GR16177,RVA724,false,Model2,Data1,1,Fold1
GR16177,RVA8085,false,Model2,Data1,1,Fold1
GR16178,RVA8083,false,Model2,Data1,1,Fold1
GR16179,RVA8355,false,Model2,Data1,1,Fold1
GR16179,RVA7920,false,Model2,Data1,1,Fold1
